Name,Authors,Full journal,Title,URLs,Item type,Sub-type,Topic area,Molecules,Keywords (GFI),Technology sector,Common Name,Abstract,Keywords,Resource,Creative Commons License,Cell Lines (developed or characterized),Cell Lines (used),Species,Notes (public),Publication year,Volume,Issue,Pages,Journal,Publisher,Date published,Conference date,ISSN,ISSN (alt.),DOI,PMID,PMC ID,Copyright,Affiliation,Language,Editors,Institution,Edition,Book title,ISBN,ISBN (alt.),Series,Proceedings title,Eprint ID,Source,Created,Last Modified
Guan_2022,"Guan X,Pan Z,Xu Z,Zhang S,Tang H,Du G,Zhou J",Food Bioscience,Natural flavonoid luteolin promotes the differentiation of porcine myoblasts through activation of PI3K/Akt/mTOR signaling,https://www.sciencedirect.com/science/article/pii/S2212429222002255; http://dx.doi.org/10.1016/j.fbio.2022.101766; https://www.sciencedirect.com/science/article/abs/pii/S2212429222002255,Journal Article,Research Article,"Meat,Cultivated",PI3K-Akt,Myogenesis,Cell culture media,Pig,"A key step in the manufacturing of cultured meat is to produce myotubes by induced myogenic differentiation. The development of effective, low-cost, and food-safe components that promote the in vitro differentiation of myoblasts is essential for the industrialization of cultured meat. Flavonoids are a class of plant secondary metabolites with various biological activities, but their effects on the regulation of myoblast behaviors are a lack of study. In this study, we selected four representative flavonoids including luteolin, chrysin, apigenin, and genistein, and investigated their effects on porcine myoblasts in the aspects of proliferation, migration, and differentiation. The results showed that four flavonoids all had relatively low cell toxicity but weak ability to promote the proliferation of porcine myoblasts. A positive effect of luteolin was observed in the migration and differentiation of porcine myoblasts, as indicated by improved migration rate and fusion index, as well as upregulated expression of Myogenin and MyHC. Pharmacological inhibition of PI3K activity attenuated the efficacy of luteolin on porcine myoblasts, and further analysis showed that luteolin increased the phosphorylation of PI3K, Akt, and mTOR, indicating the activation of the PI3K/Akt/mTOR signaling pathway. In conclusion, these findings showed that luteolin promoted the migration and differentiation of porcine myoblast via the activation of PI3K/Akt/mTOR signaling, providing biological evidence for its application in cultured meat production.",Cultured meat; Porcine myoblast; Flavonoid; Luteolin; Myogenic differentiation,Cultivated Meat Library,,,,Sus scrofa,,2022,47,,101766,Food Bioscience,,6/1/22,,2212-4292,,10.1016/j.fbio.2022.101766,,,,,,,,,,,,,,,,2022-08-26,2022-08-31
Sealy_2022,"Sealy MP,Avegnon KL,Garrett A,Delbreilh L,Bapat S,Malshe AP",CIRP Annals,Understanding biomanufacturing of soy-based scaffolds for cell-cultured meat by vat polymerization,https://www.sciencedirect.com/science/article/pii/S0007850622000476; http://dx.doi.org/10.1016/j.cirp.2022.04.001; https://www.sciencedirect.com/science/article/abs/pii/S0007850622000476,Journal Article,Research Article,"Cultivated,Meat",,"3d printing,Cooking/Heat treatment",Scaffolding,soy,"Emerging cell-cultured meat uses advances in stem cell biology and tissue engineering to manufacture animal-derived food from culturing. To achieve complex textures in cell-cultured meat, bioprinted soy-based polymers are proposed as a photosensitive edible scaffold material. Understanding the properties of these scaffolds across critical product development stages (i.e., cooking and consumption) is important in design for manufacturing. The results demonstrated that the thermomechanical and -chemical properties were not affected by high-temperature exposure associated with cooking. This research provides a foundation for high-temperature edible mechanics in photolithographic manufacturing of cell-cultured meat and establishes a new design space for tunable food properties.",Additive manufacturing; Polymer; Food,"Cultivated Meat Library,Deep dive: Cultivated meat scaffolding part A,Deep dive: Cultivated meat scaffolding part B",,,,Glycine max,,2022,71,1,209-212,CIRP Ann.,,1/1/22,,Jul-06,,10.1016/j.cirp.2022.04.001,,,,,,,,,,,,,,,,2022-08-26,2023-01-30
Mateti_2022,"Mateti T,Laha A,Shenoy P",JOM Journal of the Minerals Metals and Materials Society,"Artificial Meat Industry: Production Methodology, Challenges, and Future",https://doi.org/10.1007/s11837-022-05316-x; http://dx.doi.org/10.1007/s11837-022-05316-x; https://link.springer.com/article/10.1007/s11837-022-05316-x; https://link.springer.com/content/pdf/10.1007/s11837-022-05316-x.pdf,Journal Article,Review,"Meat,Cultivated,Plant-based",,,,,"Biotechnology and food science have pioneered the notion of cultured meat. Conventional meat production face issues related to butchering, dietary inadequacy, foodborne disease, and the emanation of methane, which cultured meat evades while promising the texture and feel of real meat. Mass production techniques for plant-based meat analogs have been developed, whose products have hit the market. In vitro production on scaffolding and self-organizing techniques have manufactured small-scale meat products offering tunable nutrition, although more specialized contrivances are needed to build a cultured meat framework on a large scale. Prospective techniques like 3D/4D bio-printing, biophotonics, and cloning are current research subjects. Cultured meat needs to overcome societal and regulatory hurdles prior to commercialization, and, in any event, is a long-term necessity for humankind, although the high production cost and affirmation among people is the principal impediment.",,Cultivated Meat Library,,,,,,2022,74,9,3428-3444,JOM,,9/1/22,,1543-1851,,10.1007/s11837-022-05316-x,,,,,,,,,,,,,,,,2022-08-26,2022-09-08
Verderame_2022,Verderame N,,Newest law for the future of labeling cultured meat in the newest law for the future of labeling cultured meat in the European union European union,https://scholarship.law.unc.edu/cgi/viewcontent.cgi?article=2123&context=ncilj,Website,,"Meat,Cultivated",,Regulatory and legal,,,,,Cultivated Meat Library,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-26,2023-02-02
Zhang_2022d,"Zhang J,Zhi M,Gao D,Zhu Q,Gao J,Zhu G,Cao S,Han J",Biology of reproduction,Research progress and application prospects of stable porcine pluripotent stem cells,http://dx.doi.org/10.1093/biolre/ioac119; https://www.ncbi.nlm.nih.gov/pubmed/35678320; https://academic.oup.com/biolreprod/article-lookup/doi/10.1093/biolre/ioac119; https://academic.oup.com/biolreprod/advance-article-pdf/doi/10.1093/biolre/ioac119/43986009/ioac119.pdf; https://academic.oup.com/biolreprod/advance-article-abstract/doi/10.1093/biolre/ioac119/6604580,Journal Article,Review,"Meat,Cultivated",,,Cell line development,Pig,"Pluripotent stem cells (PSCs) harbor the capacity of unlimited self-renewal and multilineage differentiation potential, which are crucial for basic research and biomedical science. Establishment of PSCs with defined features was previously reported from mice and humans, while generation of stable large animal PSCs has experienced a relatively long trial stage and only recently has made breakthroughs. Pigs are regarded as ideal animal models for their similarities in physiology and anatomy to humans. Generation of porcine PSCs would provide cell resources for basic research, genetic engineering, animal breeding, and cultured meat. In this review, we summarize the progress on the derivation of porcine PSCs and reprogramed cells and elucidate the mechanisms of pluripotency changes during pig embryo development. This will be beneficial for understanding the divergence and conservation between different species involved in embryo development and the pluripotent-regulated signaling pathways. Finally, we also discuss the promising future applications of stable porcine PSCs. Even though challenges remain in the field of porcine stem cells, these progress and viewpoints would provide guidance in future research direction.",animal breeding; clinical modeling; cultured meat; embryo; epiblast; induced pluripotent stem cells (iPSCs); pig; pluripotent stem cells (PSCs),Cultivated Meat Library,,,,Sus scrofa,,2022,107,1,226-236,Biol. Reprod.,,7/25/22,,Jun-63,1529-7268,10.1093/biolre/ioac119,35678320,,,"Animal Science and Technology College, Beijing University of Agriculture, Beijing, China. State Key Laboratory of Agrobiotechnology, College of Biological Sciences, China Agricultural University, Beijing, China.",en,,,,,,,,,,,2022-08-26,2022-09-08
Zhuge_2022,"Zhuge W,Ding X,Zhang W,Zhang D,Wang H,Wang J",Chemical engineering journal ,Microfluidic generation of helical micromotors for muscle tissue engineering,https://www.sciencedirect.com/science/article/pii/S1385894722029436; http://dx.doi.org/10.1016/j.cej.2022.137455; https://www.sciencedirect.com/science/article/abs/pii/S1385894722029436,Journal Article,Research Article,"Meat,Cultivated",,,Scaffolding,,"Building units play an important and critical role in muscle tissue engineering, which has aroused increasing attention in recent decades. The current muscle units are suffering from over-simplified constructions and complicated fabrication approaches. Thus, we proposed a kind of helical micromotor with the technique of microfluidics to build tissue constructions for muscle tissue engineering. The desired micromotors were achieved by encapsulating muscle cells together with magnetic iron oxide nanoparticles (Fe3O4 NPs) in helical microfibers with biocompatible materials. The helical structures and encapsulated Fe3O4 NPs imparted micromotors with the capacity of advancing in rotation under magnetic fields; while biocompatible components made it possible for cell adhesion, proliferation, and migration. By adjusting the intensity of magnetic fields, the helical pitch of microfibers, or/and the concentration of Fe3O4 NPs, the movement speed of the achieved micromotors could be changed correspondingly. Benefiting from the controllable movement and sufficient cell cultivation, the generated micromotors were capable of assembling together to form a cell mass construction in a relatively safe and convenient environment. Furtherly, fibroblasts could be cultured on the surface of the assembled cell units to achieve complex muscle tissue structures, which would be more similar to in vivo tissue units. These characteristics indicated that the desired helical micromotors had a great application prospect in tissue regeneration, artificial muscle, cell cultured meat and other fields.",micromotor; microfluidics; muscle tissue engineering; microfiber,Cultivated Meat Library,,,,,,2022,447,,137455,Chem. Eng. J.,,11/1/22,,1385-8947,,10.1016/j.cej.2022.137455,,,,,,,,,,,,,,,,2022-08-26,2022-09-08
Johnson_2022b,"Johnson H,Parker C",Federal Law Review,An Impossible Task? Australian Food Law and the Challenge of Novel Meat Analogues,https://doi.org/10.1177/0067205X221107411; http://dx.doi.org/10.1177/0067205X221107411; https://journals.sagepub.com/doi/abs/10.1177/0067205X221107411,Journal Article,Review,"Meat,Cultivated,Plant-based",,Regulatory and legal,,,"This paper asks what the regulatory assessment of the novel processed meat analogue products reveals about the nature of food regulation in Australia. We analyse Food Standards Australia and New Zealand?s (FSANZ) assessment of the recent application by Californian technology company Impossible Foods Inc to sell its proprietary burger products which contain a genetically modified protein that is said to make their burger ?bleed?. We show that FSANZ?s assessment process has little capacity to engage with broader and longer term, social, ecological and public health implications of novel foods and changing food markets. FSANZ?s regulatory pre-approval process focuses almost exclusively on the safety of individual ingredients rather than the impact of novel foods on the food supply as whole and leaves broader issues to the market and consumer choice with limited support from laws addressing misleading labelling and marketing of foods. Extending the capacity of Australia?s regulatory regime for food to deal with more than the safety of individual ingredients will become more urgent as other novel foods, such as cell-based meats, enter the marketplace.",,Cultivated Meat Library,,,,,,2022,,,0067205X221107411,Federal Law Review,SAGE Publications Ltd,6/17/22,,0067-205X,,10.1177/0067205X221107411,,,,,,,,,,,,,,,,2022-08-26,2022-08-31
Sollee_2022,Sollee,Journal of health care law & policy,The regulation of lab-grown meat under existing jurisdictional authority,https://digitalcommons.law.umaryland.edu/jhclp; https://digitalcommons.law.umaryland.edu/jhclp/vol25/iss2/5; https://digitalcommons.law.umaryland.edu/cgi/viewcontent.cgi?article=1422&context=jhclp,Journal Article,Review,"Meat,Cultivated",,Regulatory and legal,,,,,Cultivated Meat Library,,,,,,2022,25,2,,J. Health Care Law Policy,,2022,,1097-4768,,,,,,,en,,,,,,,,,,,2022-08-26,2023-02-02
Zheng_2022a,"Zheng YY,Chen Y,Zhu HZ,Li CB,Song WJ,Ding SJ,Zhou GH",Food research international ,Production of cultured meat by culturing porcine smooth muscle cells in vitro with food grade peanut wire-drawing protein scaffold,http://dx.doi.org/10.1016/j.foodres.2022.111561; https://www.ncbi.nlm.nih.gov/pubmed/35940781; https://linkinghub.elsevier.com/retrieve/pii/S0963-9969(22)00619-6; https://www.sciencedirect.com/science/article/pii/S0963996922006196; https://www.sciencedirect.com/science/article/abs/pii/S0963996922006196,Journal Article,Research Article,"Meat,Cultivated",,,Scaffolding,Pig,"Cultivating meat is a promising solution to the negative problems brought by traditional animal husbandry. To make cultured meat have the sensory and nutritional characteristics of conventional meat as much as possible, many studies have been conducted on various cell types and scaffold characteristics. Therefore, this study aims to produce a low-cost cultured meat with a quality closer to that of conventional meat. Tissue generation requires three-dimensional (3D) scaffolds to support cells and simulate extracellular matrix (ECM). Here, we used peanut wire-drawing protein (a biomaterial based on edible porous protein) as a new culture meat scaffold to culture cells. The scaffold can support cell attachment and proliferation to create 3D engineered porcine muscle tissue. The differentiation of smooth muscle cells (SMCs) was induced by a low serum medium to produce more extracellular matrix proteins. After differentiation, it was found that peanut wire-drawing protein scaffolds could be used for porcine smooth muscle cell adhesion and growth. The ECM protein and muscle protein produced by SMCs can endow cultured meat with better quality. This technology provides an innovative pathway for the industrialized production of cultured meat.",Smooth muscle cell; Peanut wire-drawing protein; Muscle protein; Extracellular matrix protein; Cultured meat,Cultivated Meat Library,,,,Sus scrofa,,2022,159,,111561,Food Res. Int.,,2022-09,,0963-9969,1873-7145,10.1016/j.foodres.2022.111561,35940781,,,"College of Food Science and Technology, Nanjing Agricultural University, National Center of Meat Quality and Safety Nanjing, MOST, Key Laboratory of Meat Processing and Quality Control, MOE, Key Laboratory of Meat Processing, MOA, Nanjing, 210095, PR China. College of Food Science and Technology, Nanjing Agricultural University, National Center of Meat Quality and Safety Nanjing, MOST, Key Laboratory of Meat Processing and Quality Control, MOE, Key Laboratory of Meat Processing, MOA, Nanjing, 210095, PR China. Electronic address: shijieding@njau.edu.cn. College of Food Science and Technology, Nanjing Agricultural University, National Center of Meat Quality and Safety Nanjing, MOST, Key Laboratory of Meat Processing and Quality Control, MOE, Key Laboratory of Meat Processing, MOA, Nanjing, 210095, PR China. Electronic address: guanghong.zhou@hotmail.com.",en,,,,,,,,,,,2022-08-26,2023-01-13
Ortega_2022,"Ortega DL,Sun J,Lin W",Food policy,Identity labels as an instrument to reduce meat demand and encourage consumption of plant based and cultured meat alternatives in China,https://www.sciencedirect.com/science/article/pii/S0306919222000835; http://dx.doi.org/10.1016/j.foodpol.2022.102307; https://www.sciencedirect.com/science/article/abs/pii/S0306919222000835,Journal Article,Research Article,"Meat,Cultivated",,Consumer preferences,,,"The rise of meat consumption in China has increased attention on efforts to mitigate the various environmental, health, and animal welfare consequences of animal agriculture. Plant-based products and cultured meat substitutes are emerging as alternatives to meat. Yet, little is known about consumer preferences for these products and approaches to increasing their consumption in the world‰ЫЄs largest consumer market. This study uses a food choice experiment to provide evidence from a survey of 3015 urban Chinese consumers on preferences for plant-based and cultured alternatives relative to a traditional pork product. We test the effectiveness of food identity labels at increasing demand by randomly assigning respondents to treatments that connect the animal welfare, environmental, and health benefits of the product to the purchaser‰ЫЄs identity. Given the prevalence of consumption away from home, we also assess the effects of consumption location on preferences. Results show that traditional tofu products can capture approximately 26% market share, new-generation plant-based alternatives 21%, and cultured pork 11% of the market. Food identity labels effectively reduced demand for traditional pork products while increasing relative demand for plant-based and cultured pork. We did not find significant differences in preferences between at-home and away from home consumption settings. We discuss the potential of plant-based and cultured meat alternatives to reduce the consumption of meat products in China and the use of identity labels as an instrument to achieve government and policy objectives.",China; Cultivated meat; Demand; Identity label; Food labeling; Lab-grown meat; Mock meat; Plant-based meat; Pork,Cultivated Meat Library,,,,,,2022,111,,102307,Food Policy,,8/1/22,,0306-9192,,10.1016/j.foodpol.2022.102307,,,,,,,,,,,,,,,,2022-08-26,2022-09-08
Song_2022a,"Song WJ,Liu PP,Zheng YY,Meng ZQ,Zhu HZ,Tang CB,Li HX,Ding SJ,Zhou GH",Food research international ,Production of cultured fat with peanut wire-drawing protein scaffold and quality evaluation based on texture and volatile compounds analysis,https://www.sciencedirect.com/science/article/pii/S0963996922006949; http://dx.doi.org/10.1016/j.foodres.2022.111636; https://www.sciencedirect.com/science/article/abs/pii/S0963996922006949; https://linkinghub.elsevier.com/retrieve/pii/S0963996922006949,Journal Article,Research Article,"Cultivated,Meat","Fat or fatty acid,FGF","Adipogenesis,Instrumental texture,GC-MS",Scaffolding,Pig,"Cultured meat is an emergent technology that cultivates cells in three-dimensional scaffolds to generate tissue for consumption. Fat makes an important contribution to the flavor and texture of traditional meat, but there are few reports on cultivated fat. Here, we demonstrated the construction of cultured fat by inoculating porcine adipose-derived mesenchymal stem cell (ADSC) on peanut wire-drawing protein (PWP) scaffolds. First, we demonstrated that basic fibroblast growth factor (bFGF) promoted cell proliferation and maintained adipogenic differentiation ability. Then, we generated cultured fat and found that cultured fat decreased the texture of PWP scaffolds. Moreover, 43 volatile compounds were detected by headspace gas chromatography-ion mobility spectrometry (GC-IMS), of which 17 volatile compounds showed no significant differences between cultured fat and porcine subcutaneous adipose tissue (pSAT), which indicated that cultured fat and pSAT had certain similarities. Collectively, this research has great promise for improving the quality of cultured meat.",Adipose-derived mesenchymal stem cell; Basic fibroblast growth factor; Peanut wire-drawing protein scaffold; Cultured fat,Cultivated Meat Library,,,,Sus scrofa,,2022,160,111636,111636,Food Res. Int.,Elsevier BV,2022-10,,0963-9969,1873-7145,10.1016/j.foodres.2022.111636,,,,,en,,,,,,,,,,,2022-08-26,2023-01-13
Dutta_2022,"Dutta SD,Ganguly K,Jeong MS,Patel DK,Patil TV,Cho SJ,Lim KT",ACS applied materials & interfaces,Bioengineered Lab-Grown Meat-like Constructs through 3D Bioprinting of Antioxidative Protein Hydrolysates,http://dx.doi.org/10.1021/acsami.2c10620; https://www.ncbi.nlm.nih.gov/pubmed/35849726; https://doi.org/10.1021/acsami.2c10620; https://pubs.acs.org/doi/abs/10.1021/acsami.2c10620,Journal Article,Research Article,"Cultivated,Meat","Alginate,Gelatin","Hydrolysate,Satellite cell or myoblast,3d printing",Scaffolding,"Cow, Pig, pigeon pea, soy, wheat","Lab-grown bovine meat analogues are emerging alternatives to animal sacrifices for cultured meat production. The most challenging aspect of the production process is the rapid proliferation of cells and establishment of the desired 3D structure for mass production. In this study, we developed a direct ink writing-based 3D-bioprinted meat culture platform composed of 6% (w/v) alginate and 4% (w/v) gelatin (Alg/Gel)-based hydrogel scaffolds supplemented with naturally derived protein hydrolysates (PHs; 10%) from highly nutritive plants (soybean, pigeon pea, and wheat), and some selected edible insects (beetles, crickets, and mealworms) on in vitro proliferation of bovine myosatellite cells (bMSCs) extracted from fresh meat samples. The developed bioink exhibited excellent shear-thinning behavior (n < 1) and mechanical stability during 3D bioprinting. Commercial proteases (Alcalase, Neutrase, and Flavourzyme) were used for protein hydrolysis. The resulting hydrolysates exhibited lower-molecular-weight bands (12-50 kDa) than those of crude isolates (55-160 kDa), as determined by sodium dodecyl sulfate-polyacrylamide gel electrophoresis. The degree of hydrolysis was higher in the presence of Alcalase for both plant (34%) and insect (62%) PHs than other enzymes. The 3D-printed hydrogel scaffolds displayed excellent bioactivity and stability after 7 days of incubation. The developed prototype structure (pepperoni meat, 20 МС 20 МС 5 mm) provided a highly stable, nutritious, and mechanically strong structure that supported the rapid proliferation of myoblasts in a low-serum environment during the entire culture period. The 2,2-diphenyl-1-picrylhydrazyl radical scavenging assay enhanced the free radical reduction of Alcalase- and Neutrase-treated PHs. Furthermore, the bioprinted bMSCs displayed early myogenesis (desmin and Pax7) in the presence of PHs, suggesting its role in bMSC differentiation. In conclusion, we developed a 3D bioprinted and bioactive meat culture platform using Alg/Gel/PHs as a printable and edible component for the mass production of cultured meat.",3D bioprinting; antioxidant; bioactive platform; lab-grown meat; protein hydrolysate,"Cultivated Meat Library,Deep dive: Cultivated meat scaffolding part A,Deep dive: Cultivated meat scaffolding part B",,,,"Bos taurus,Sus scrofa,Cajanus cajan,Glycine max,Triticum",,2022,14,30,34513-34526,ACS Appl. Mater. Interfaces,,8/3/22,,1944-8244,1944-8252,10.1021/acsami.2c10620,35849726,,,"Department of Biosystems Engineering, Kangwon National University, Chuncheon 24341, Republic of Korea. Department of Food Science and Biotechnology, Kangwon National University, Chuncheon 24341, Republic of Korea. Institute of Forest Science, Kangwon National University, Chuncheon 24341, Republic of Korea. Interdisciplinary Program in Smart Agriculture, Kangwon National University, Chuncheon-24341, Republic of Korea.",en,,,,,,,,,,,2022-08-26,2023-01-30
Funke_2022,"Funke F,Mattauch L,van den Bijgaart I,Godfray HC,Hepburn C,Klenert D,Springmann M,Treich N",Review of Environmental Economics and Policy,Toward Optimal Meat Pricing: Is It Time to Tax Meat Consumption?,https://doi.org/10.1086/721078; http://dx.doi.org/10.1086/721078; https://www.journals.uchicago.edu/doi/pdf/10.1086/721078,Journal Article,Review,"Meat,Conventional",,Socioeconomics,,,"AbstractLivestock is known to contribute significantly to climate change and to negatively impact global nitrogen cycles and biodiversity. However, there has been little research on economically efficient policies for regulating meat production and consumption. In the absence of first-best policy instruments for the livestock sector, second-best consumption taxes on meat can address multiple environmental externalities simultaneously as well as improve diet-related public health. In this article, we review the empirical evidence on the social costs of meat and examine the rationales for taxing meat consumption in high-income countries. We approach these issues from the perspective of public, behavioral, and welfare economics, focusing in particular on (1) the interaction of multiple environmental externalities of meat production and consumption, (2) ?alternative protein? technologies, (3) adverse effects on human health, (4) animal welfare, and (5) distributional effects of meat taxation. We present preliminary estimates of the environmental social costs associated with meat consumption and find that meat is significantly underpriced. We conclude by identifying several directions for future research on optimal meat taxation.",,Cultivated Meat Library,,,,,,2022,16,2,219-240,Review of Environmental Economics and Policy,The University of Chicago Press,6/1/22,,1750-6816,,10.1086/721078,,,,,,,,,,,,,,,,2022-08-26,2022-08-31
Zhang_2022e,"Zhang C, Shi L, Dai J",Synthetic Biology Journal,Cultured meat from materials: challenges and prospects,https://synbioj.cip.com.cn/EN/abstract/abstract304.shtml,Journal Article,Review,"Meat,Cultivated",,,,,"Cultured meat technology aims to manufacture meat by exvivo culture of animal cells, which has emerged as a promising alternative for livestock meat production. Raising animals for meat production have led to some negative effects like global public health, environmental pollution, energy consumption, and animal welfare concerns. Compared to conventional animal agriculture, cultured meat is more sustainable, environmentally friendly, nutrition precision, and it can lessen the animal welfare concerns in the future. Although cultured meat is considered to supple or even replace conventional meat, it is still in its early stages and faces many challenges which need to be resolved before being on the market. Muscle is a well-organized but also intrinsically complex tissue. Benefiting from the extensive research on tissue engineering, it has already been successfully used for generation of bio-artificial muscles to repair muscle injury, but it has never been used for generation of meat. To fully mimic conventional meat's texture, flavor and nutritional properties, applications of tissue engineering technology and biomaterials are required. This review details the benefits and challenges of cultured meat with regard to isolation and purification of stem cells, long-term and large-scale culture of stem cells in an undifferentiated state, and efficient myogenic differentiation of stem cells. Given the vital important role that biomaterials play in fabricating muscle fibers, this review provides in-depth analysis of highlighting promising scaﬀold materials that can be applied to develop cultivated meat. Especially combining some precursors into edible synthetic scaffolds could create functional scaffolds that promote stem cell multilineage differentiation and thereby improve the ﬂavor of the ﬁnal meat product. Concluding remarks and future perspectives are also included for future research into scaﬀolds capable of supporting the growth of high-quality meat while minimizing production costs. In general, with increasing demand of meat and further development of technologies, cultured meat may ultimately act as a more healthy and sustainable choice.",,Cultivated Meat Library,,,,,,2022,,,,Synthetic Biology Journal,,2022,,,,10.12211/2096-8280.2022-020,,,,,,,,,,,,,,,,2022-08-26,2022-09-08
Contreras_2022,"Contreras, E",,Cultivated meat patent landscape [July 2022],https://docs.google.com/spreadsheets/d/1ilinA4pWsIm9yQ74P-8QiGAGWbAd6YLml6lloxK-sGU/edit; https://docs.google.com/spreadsheets/d/1ilinA4pWsIm9yQ74P-8QiGAGWbAd6YLml6lloxK-sGU/edit#gid=0,Website,,"Meat,Cultivated",,,,,Patent List Ark Biotech Cultivated meat patent landscape This spreadsheet contains a list of patents published by cultivated meat companies. Patents from ingredient or supporting companies are not included. Patents are categorized by their primary focus and key cell types mentioned in the descr...,,Cultivated Meat Library,,,,,,2022,,,,,,,,,,,,,,,en,,,,,,,,,,,2022-08-26,2023-02-02
Font-i-Furnols_2022,"Font-i-Furnols M,Guerrero L",Meat science,Understanding the future meat consumers,https://www.sciencedirect.com/science/article/pii/S0309174022002091; http://dx.doi.org/10.1016/j.meatsci.2022.108941; https://www.sciencedirect.com/science/article/abs/pii/S0309174022002091,Journal Article,Review,"Meat,Cultivated",,Consumer preferences,,,"Revered, desired, hated and even persecuted, meat leaves almost no one indifferent. It is a fundamental element of our culture and traditions, and gives rise to numerous controversies, trends and social movements. Currently, there are many dilemmas raised by its production and consumption, from ethical and moral to environmental, economic and health. This paper focuses on examining and analysing some of these dilemmas, related to ethical and socio-cultural issues, animal welfare, sustainability and meat alternatives, from a consumer perspective and their impact on current and future meat consumption. In the coming years, the meat sector will have to face many challenges to ensure its survival, particularly in terms of the ethical aspects of meat consumption and the environmental impact of meat production. Listening to society's demands, adapting to them, and communicating progress in a truthful and transparent manner are probably the keys to success and to the future of meat.",Socio-anthropological; Pleasure; Sustainability; Animal welfare; Cultured meat; Meat analogues,Cultivated Meat Library,,,,,,2022,193,,108941,Meat Sci.,,11/1/22,,0309-1740,,10.1016/j.meatsci.2022.108941,,,,,,,,,,,,,,,,2022-08-26,2022-08-31
Tawfik_2022,"Tawfik K,Tucker R,Lewis E,Sonmez E",,Bringing the benefits of cultivated meat to the UK,https://mkt-bcg-com-public-pdfs.s3.amazonaws.com/prod/bringing-the-benefits-of-cultivated-meat-to-the-uk.pdf,Website,,"Meat,Cultivated",,,,,,,Cultivated Meat Library,,,,,,2022,,,,,,2022,,,,,,,,,,,,,,,,,,,,2022-08-26,2023-02-02
